Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-08,2025-08-17 03:14:00,School AAEH,SYN-112-AAEH,District J,District J - Block 011,No,No,Not conducted,Not applicable,65,0,0,45,0,0,45,0,0,155,0,0.0,Critical
2025-08,2025-08-17 03:31:00,School AAEI,SYN-113-AAEI,District J,District J - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,20,16,40,21,20,16,7,7,101,91,0.4505,At Risk
2025-08,2025-08-17 03:48:00,School AAEJ,SYN-114-AAEJ,District J,District J - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,16,18,27,17,16,21,13,15,84,95,0.5655,At Risk
2025-08,2025-08-17 04:05:00,School AAEK,SYN-115-AAEK,District J,District J - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,31,29,25,20,19,27,22,22,95,143,0.7526,On Track
2025-08,2025-08-17 04:22:00,School AAEL,SYN-116-AAEL,District J,District J - Block 011,No,No,Not conducted,Not applicable,102,0,0,75,0,0,74,0,0,251,0,0.0,Critical
2025-08,2025-08-17 04:39:00,School AAEM,SYN-117-AAEM,District J,District J - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,27,21,20,26,20,19,21,15,14,74,109,0.7365,Behind
2025-08,2025-08-17 04:56:00,School AAEN,SYN-118-AAEN,District J,District J - Block 011,Yes,Yes,Class 6,Math,48,29,28,37,26,31,31,24,23,116,161,0.694,Behind
2025-08,2025-08-17 05:13:00,School AAEO,SYN-119-AAEO,District J,District J - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,22,18,27,14,14,23,14,11,84,93,0.5536,At Risk
2025-08,2025-08-17 05:30:00,School AAEP,SYN-120-AAEP,District J,District J - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,75,21,19,88,26,27,74,34,31,237,158,0.3333,Critical
2025-08,2025-08-17 05:47:00,School AAEQ,SYN-121-AAEQ,District J,District J - Block 011,No,No,Not conducted,Not applicable,36,0,0,45,0,0,19,0,0,100,0,0.0,Critical
2025-08,2025-08-17 06:04:00,School AAER,SYN-122-AAER,District J,District J - Block 012,Yes,No,Class 6,Math and Science,64,39,38,55,41,38,76,55,62,195,273,0.7,Behind
2025-08,2025-08-17 06:21:00,School AAES,SYN-123-AAES,District J,District J - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,39,29,31,43,33,31,46,31,31,128,186,0.7266,Behind
2025-08,2025-08-17 06:38:00,School AAET,SYN-124-AAET,District J,District J - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,47,43,45,56,54,51,46,44,40,149,277,0.9295,On Track
2025-08,2025-08-17 06:55:00,School AAEU,SYN-125-AAEU,District J,District J - Block 012,Yes,Yes,Classes 6 and 7,Math and Science,109,65,72,132,75,81,99,66,62,340,421,0.6191,Behind
2025-08,2025-08-17 07:12:00,School AAEV,SYN-126-AAEV,District J,District J - Block 012,Yes,Yes,Class 6,Math and Science,63,29,26,54,35,48,34,17,21,151,176,0.5828,At Risk
2025-08,2025-08-17 07:29:00,School AAEW,SYN-127-AAEW,District J,District J - Block 012,No,No,Not conducted,Not applicable,115,0,0,129,0,0,93,0,0,337,0,0.0,Critical
2025-08,2025-08-17 07:46:00,School AAEX,SYN-128-AAEX,District J,District J - Block 012,Yes,No,Classes 6 and 8,Math and Science,75,73,61,75,61,74,91,78,64,241,411,0.8527,On Track
2025-08,2025-08-17 08:03:00,School AAEY,SYN-129-AAEY,District J,District J - Block 012,Yes,Yes,"Classes 6, 7 and 8",Science,161,72,81,133,93,98,153,95,120,447,559,0.6253,Behind
2025-08,2025-08-17 08:20:00,School AAEZ,SYN-130-AAEZ,District J,District J - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,48,26,27,36,24,24,35,26,25,119,152,0.6387,Behind
2025-08,2025-08-17 08:37:00,School AAFA,SYN-131-AAFA,District J,District J - Block 012,Yes,No,Classes 6 and 8,Math,90,78,82,61,60,60,49,48,48,200,376,0.94,On Track
2025-08,2025-08-17 08:54:00,School AAFB,SYN-132-AAFB,District J,District J - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math,102,62,71,90,70,66,83,58,64,275,391,0.7109,Behind
2025-08,2025-08-17 09:11:00,School AAFC,SYN-133-AAFC,District J,District J - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,106,61,67,100,46,41,57,48,36,263,299,0.5684,At Risk
2025-08,2025-08-17 09:28:00,School AAFD,SYN-134-AAFD,District J,District J - Block 012,Yes,Yes,Class 7,Math and Science,63,58,51,94,92,86,62,58,58,219,403,0.9201,On Track
2025-08,2025-08-17 09:45:00,School AAFE,SYN-135-AAFE,District J,District J - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,205,107,98,235,130,121,198,113,111,638,680,0.5329,At Risk
2025-08,2025-08-17 10:02:00,School AAFF,SYN-136-AAFF,District J,District J - Block 013,Yes,No,"Classes 6, 7 and 8",Math and Science,53,39,44,61,42,48,53,33,34,167,240,0.7186,Behind
2025-08,2025-08-17 10:19:00,School AAFG,SYN-137-AAFG,District J,District J - Block 013,No,No,Not conducted,Not applicable,121,0,0,98,0,0,84,0,0,303,0,0.0,Critical
2025-08,2025-08-17 10:36:00,School AAFH,SYN-138-AAFH,District J,District J - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,85,41,42,79,43,41,63,42,37,227,246,0.5419,At Risk
2025-08,2025-08-17 10:53:00,School AAFI,SYN-139-AAFI,District J,District J - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,69,44,45,46,25,24,34,20,22,149,180,0.604,Behind
2025-08,2025-08-17 11:10:00,School AAFJ,SYN-140-AAFJ,District J,District J - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math,97,95,95,102,100,100,77,66,75,276,531,0.962,On Track
2025-08,2025-08-17 11:27:00,School AAFK,SYN-141-AAFK,District J,District J - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,99,61,55,91,58,40,61,48,41,251,303,0.6036,Behind
2025-08,2025-08-17 11:44:00,School AAFL,SYN-142-AAFL,District J,District J - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,180,98,112,174,91,84,189,117,95,543,597,0.5497,At Risk
2025-08,2025-08-17 12:01:00,School AAFM,SYN-143-AAFM,District J,District J - Block 014,No,No,Not conducted,Not applicable,75,0,0,47,0,0,53,0,0,175,0,0.0,Critical
2025-08,2025-08-17 12:18:00,School AAFN,SYN-144-AAFN,District J,District J - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,49,36,39,24,18,19,24,21,17,97,150,0.7732,On Track
2025-08,2025-08-17 12:35:00,School AAFO,SYN-145-AAFO,District J,District J - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,17,10,11,25,18,20,28,15,15,70,89,0.6357,Behind
2025-08,2025-08-17 12:52:00,School AAFP,SYN-146-AAFP,District J,District J - Block 014,Yes,Yes,Class 6,Math and Science,53,29,47,76,42,32,58,32,31,187,213,0.5695,At Risk
2025-08,2025-08-17 13:09:00,School AAFQ,SYN-147-AAFQ,District J,District J - Block 014,No,No,Not conducted,Not applicable,15,0,0,15,0,0,8,0,0,38,0,0.0,Critical
2025-08,2025-08-17 13:26:00,School AAFR,SYN-148-AAFR,District J,District J - Block 014,Yes,Yes,Class 7,Science,9,5,5,12,7,6,14,7,6,35,36,0.5143,At Risk
2025-08,2025-08-17 13:43:00,School AAFS,SYN-149-AAFS,District J,District J - Block 014,Yes,Yes,Class 6,Math,92,65,57,99,54,54,70,59,53,261,342,0.6552,Behind
2025-08,2025-08-17 14:00:00,School AAFT,SYN-150-AAFT,District J,District J - Block 014,Yes,Yes,Class 6,Math and Science,70,47,49,69,50,46,46,41,39,185,272,0.7351,Behind
2025-08,2025-08-17 14:17:00,School AAFU,SYN-151-AAFU,District J,District J - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,49,49,57,56,56,53,52,52,160,314,0.9812,On Track
2025-08,2025-08-17 14:34:00,School AAFV,SYN-152-AAFV,District J,District J - Block 014,Yes,Yes,Classes 7 and 8,Math,32,13,16,41,21,31,35,17,22,108,120,0.5556,At Risk
2025-08,2025-08-17 14:51:00,School AAFW,SYN-153-AAFW,District J,District J - Block 015,Yes,Yes,Class 6,Math,86,64,66,120,65,93,79,75,77,285,440,0.7719,On Track
2025-08,2025-08-17 15:08:00,School AAFX,SYN-154-AAFX,District J,District J - Block 015,Yes,No,"Classes 6, 7 and 8",Math and Science,27,20,22,28,24,22,35,30,28,90,146,0.8111,On Track
2025-08,2025-08-17 15:25:00,School AAFY,SYN-155-AAFY,District J,District J - Block 015,Yes,Yes,"Classes 6, 7 and 8",Math and Science,145,116,110,150,114,134,160,128,143,455,745,0.8187,On Track
2025-08,2025-08-17 15:42:00,School AAFZ,SYN-156-AAFZ,District J,District J - Block 015,Yes,No,"Classes 6, 7 and 8",Math and Science,19,12,12,22,15,15,13,9,13,54,76,0.7037,Behind
2025-08,2025-08-17 15:59:00,School AAGA,SYN-157-AAGA,District J,District J - Block 015,Yes,Yes,Class 6,Math,55,51,24,66,65,32,48,43,27,169,242,0.716,Behind
2025-08,2025-08-17 16:16:00,School AAGB,SYN-158-AAGB,District J,District J - Block 015,No,No,Not conducted,Not applicable,71,0,0,100,0,0,79,0,0,250,0,0.0,Critical
2025-08,2025-08-17 16:33:00,School AAGC,SYN-159-AAGC,District J,District J - Block 015,Yes,Yes,"Classes 6, 7 and 8",Science,45,20,15,41,8,8,45,15,13,131,79,0.3015,Critical
2025-08,2025-08-17 16:50:00,School AAGD,SYN-160-AAGD,District J,District J - Block 016,Yes,Yes,"Classes 6, 7 and 8",Math and Science,110,87,84,116,83,84,100,76,76,326,490,0.7515,On Track
2025-08,2025-08-17 17:07:00,School AAGE,SYN-161-AAGE,District J,District J - Block 016,No,No,Not conducted,Not applicable,22,0,0,30,0,0,29,0,0,81,0,0.0,Critical
2025-08,2025-08-17 17:24:00,School AAGF,SYN-162-AAGF,District J,District J - Block 016,Yes,No,Class 6,Math and Science,59,58,46,84,50,61,70,51,50,213,316,0.7418,Behind
2025-08,2025-08-17 17:41:00,School AAGG,SYN-163-AAGG,District J,District J - Block 016,Yes,Yes,Class 8,Science,68,49,52,65,38,42,48,37,37,181,255,0.7044,Behind
2025-08,2025-08-17 17:58:00,School AAGH,SYN-164-AAGH,District J,District J - Block 016,No,No,Not conducted,Not applicable,110,0,0,90,0,0,74,0,0,274,0,0.0,Critical
2025-08,2025-08-17 18:15:00,School AAGI,SYN-165-AAGI,District J,District J - Block 016,Yes,Yes,"Classes 6, 7 and 8",Math,112,76,88,138,103,110,97,57,63,347,497,0.7161,Behind
2025-08,2025-08-17 18:32:00,School AAGJ,SYN-166-AAGJ,District J,District J - Block 016,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,20,19,34,29,24,30,25,25,88,142,0.8068,On Track
2025-08,2025-08-17 18:49:00,School AAGK,SYN-167-AAGK,District J,District J - Block 016,No,No,Not conducted,Not applicable,72,0,0,76,0,0,84,0,0,232,0,0.0,Critical
2025-08,2025-08-17 19:06:00,School AAGL,SYN-168-AAGL,District J,District J - Block 016,Yes,Yes,Class 6,Math and Science,45,36,34,40,28,33,25,21,19,110,171,0.7773,On Track
2025-08,2025-08-17 19:23:00,School AAGM,SYN-169-AAGM,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,73,60,59,66,44,45,54,45,42,193,295,0.7642,On Track
2025-08,2025-08-17 19:40:00,School AAGN,SYN-170-AAGN,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,65,37,30,56,31,35,63,39,43,184,215,0.5842,At Risk
2025-08,2025-08-17 19:57:00,School AAGO,SYN-171-AAGO,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,91,56,46,69,43,50,77,41,46,237,282,0.5949,At Risk
2025-08,2025-08-17 20:14:00,School AAGP,SYN-172-AAGP,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,25,19,17,59,42,42,32,30,27,116,177,0.7629,On Track
2025-08,2025-08-17 20:31:00,School AAGQ,SYN-173-AAGQ,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,44,26,28,37,26,31,20,20,20,101,151,0.7475,Behind
2025-08,2025-08-17 20:48:00,School AAGR,SYN-174-AAGR,District J,District J - Block 017,No,No,Not conducted,Not applicable,58,0,0,56,0,0,61,0,0,175,0,0.0,Critical
2025-08,2025-08-17 21:05:00,School AAGS,SYN-175-AAGS,District J,District J - Block 017,Yes,Yes,Class 7,Science,83,76,81,77,71,71,68,59,67,228,425,0.932,On Track
2025-08,2025-08-17 21:22:00,School AAGT,SYN-176-AAGT,District J,District J - Block 017,Yes,Yes,Classes 6 and 7,Science,103,67,68,104,67,69,81,53,49,288,373,0.6476,Behind
2025-08,2025-08-17 21:39:00,School AAGU,SYN-177-AAGU,District J,District J - Block 017,Yes,Yes,Class 7,Science,53,42,26,59,54,46,44,36,26,156,230,0.7372,Behind
2025-08,2025-08-17 21:56:00,School AAGV,SYN-178-AAGV,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math and Science,27,18,17,37,26,21,30,21,19,94,122,0.6489,Behind
2025-08,2025-08-17 22:13:00,School AAGW,SYN-179-AAGW,District J,District J - Block 017,Yes,Yes,"Classes 6, 7 and 8",Math,48,39,39,52,47,39,31,22,25,131,211,0.8053,On Track
2025-08,2025-08-17 22:30:00,School AAGX,SYN-180-AAGX,District J,District J - Block 018,Yes,Yes,Class 8,Math,48,29,32,32,21,19,28,18,19,108,138,0.6389,Behind
2025-08,2025-08-17 22:47:00,School AAGY,SYN-181-AAGY,District J,District J - Block 018,Yes,Yes,"Classes 6, 7 and 8",Math and Science,32,20,22,20,12,15,26,15,13,78,97,0.6218,Behind
2025-08,2025-08-17 23:04:00,School AAHA,SYN-183-AAHA,District J,District J - Block 018,Yes,Yes,Class 6,Math and Science,90,76,69,72,57,51,69,54,58,231,365,0.79,On Track
2025-08,2025-08-17 23:21:00,School AAHB,SYN-184-AAHB,District J,District J - Block 018,Yes,Yes,Class 8,Math and Science,101,39,36,90,44,38,106,38,37,297,232,0.3906,At Risk
2025-08,2025-08-17 23:38:00,School AAHC,SYN-185-AAHC,District J,District J - Block 018,Yes,Yes,"Classes 6, 7 and 8",Math and Science,32,25,26,36,24,22,50,34,40,118,171,0.7246,Behind
2025-08,2025-08-17 23:55:00,School AAHD,SYN-186-AAHD,District J,District J - Block 018,Yes,Yes,"Classes 6, 7 and 8",Math and Science,69,40,46,42,34,31,25,20,19,136,190,0.6985,Behind
2025-08,2025-08-18 00:12:00,School AAHE,SYN-187-AAHE,District J,District J - Block 018,Yes,No,"Classes 6, 7 and 8",Math and Science,132,72,73,64,31,34,62,34,32,258,276,0.5349,At Risk
2025-08,2025-08-18 00:29:00,School AAHF,SYN-188-AAHF,District J,District J - Block 018,Yes,Yes,Classes 6 and 7,Science,63,48,51,37,31,26,34,22,20,134,198,0.7388,Behind
2025-08,2025-08-18 00:46:00,School AAHG,SYN-189-AAHG,District J,District J - Block 019,Yes,Yes,"Classes 6, 7 and 8",Math and Science,54,45,49,51,39,48,44,35,38,149,254,0.8523,On Track
2025-08,2025-08-18 01:03:00,School AAHH,SYN-190-AAHH,District J,District J - Block 019,No,No,Not conducted,Not applicable,42,0,0,33,0,0,33,0,0,108,0,0.0,Critical
2025-08,2025-08-18 01:20:00,School AAHI,SYN-191-AAHI,District J,District J - Block 019,Yes,Yes,"Classes 6, 7 and 8",Math and Science,64,29,38,66,42,36,64,37,42,194,224,0.5773,At Risk
2025-08,2025-08-18 01:37:00,School AAHJ,SYN-192-AAHJ,District J,District J - Block 019,Yes,Yes,"Classes 6, 7 and 8",Math and Science,92,29,26,85,32,29,80,32,30,257,178,0.3463,Critical
2025-08,2025-08-18 01:54:00,School AAHK,SYN-193-AAHK,District J,District J - Block 019,Yes,Yes,Class 6,Math and Science,59,44,39,71,47,48,61,42,43,191,263,0.6885,Behind
2025-08,2025-08-18 02:11:00,School AAHL,SYN-194-AAHL,District J,District J - Block 019,No,No,Not conducted,Not applicable,16,0,0,17,0,0,32,0,0,65,0,0.0,Critical
2025-08,2025-08-18 02:28:00,School AAHM,SYN-195-AAHM,District J,District J - Block 020,Yes,No,Class 6,Math and Science,165,118,117,165,73,93,120,74,78,450,553,0.6144,Behind
2025-08,2025-08-18 02:45:00,School AAHN,SYN-196-AAHN,District J,District J - Block 020,Yes,Yes,"Classes 6, 7 and 8",Math,46,29,26,35,32,27,28,27,25,109,166,0.7615,On Track
2025-08,2025-08-18 03:02:00,School AAHO,SYN-197-AAHO,District J,District J - Block 020,Yes,Yes,"Classes 6, 7 and 8",Math and Science,118,70,76,75,63,57,82,62,71,275,399,0.7255,Behind
2025-08,2025-08-18 03:19:00,School AAHP,SYN-198-AAHP,District J,District J - Block 020,Yes,Yes,Class 6,Math,59,53,49,77,62,50,54,46,47,190,307,0.8079,On Track
2025-08,2025-08-18 03:36:00,School AAHQ,SYN-199-AAHQ,District J,District J - Block 020,Yes,Yes,"Classes 6, 7 and 8",Math,68,47,50,72,42,51,60,41,42,200,273,0.6825,Behind
2025-08,2025-08-18 03:53:00,School AAHR,SYN-200-AAHR,District J,District J - Block 020,Yes,No,Class 8,Math and Science,78,50,62,82,55,47,47,22,24,207,260,0.628,Behind
2025-08,2025-08-18 04:10:00,School AAHS,SYN-201-AAHS,District J,District J - Block 020,Yes,Yes,"Classes 6, 7 and 8",Math and Science,118,45,42,99,45,41,121,51,56,338,280,0.4142,At Risk
2025-08,2025-08-18 04:27:00,School AAHT,SYN-202-AAHT,District J,District J - Block 020,Yes,Yes,"Classes 6, 7 and 8",Math and Science,166,85,90,145,80,83,65,41,44,376,423,0.5625,At Risk
2025-08,2025-08-18 04:44:00,School AAHU,SYN-203-AAHU,District J,District J - Block 020,Yes,Yes,Class 7,Math and Science,50,22,31,45,29,27,41,30,20,136,159,0.5846,At Risk
2025-08,2025-08-18 05:01:00,School AAHV,SYN-204-AAHV,District J,District J - Block 020,Yes,Yes,Class 7,Math,87,66,64,66,53,48,48,30,33,201,294,0.7313,Behind
2025-08,2025-08-18 05:18:00,School AAHW,SYN-205-AAHW,District J,District J - Block 020,No,No,Not conducted,Not applicable,150,0,0,140,0,0,124,0,0,414,0,0.0,Critical
2025-08,2025-08-18 05:35:00,School AAHX,SYN-206-AAHX,District J,District J - Block 021,Yes,Yes,Class 7,Math and Science,110,25,23,28,26,27,25,21,23,163,145,0.4448,At Risk
2025-08,2025-08-18 05:52:00,School AAHY,SYN-207-AAHY,District J,District J - Block 021,No,No,Not conducted,Not applicable,90,0,0,85,0,0,70,0,0,245,0,0.0,Critical
2025-08,2025-08-18 06:09:00,School AAHZ,SYN-208-AAHZ,District J,District J - Block 021,Yes,Yes,"Classes 6, 7 and 8",Math and Science,32,29,25,45,34,36,54,40,47,131,211,0.8053,On Track
2025-08,2025-08-18 06:26:00,School AAIA,SYN-209-AAIA,District J,District J - Block 021,No,No,Not conducted,Not applicable,45,0,0,37,0,0,36,0,0,118,0,0.0,Critical
2025-08,2025-08-18 06:43:00,School AAIB,SYN-210-AAIB,District J,District J - Block 021,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,28,28,39,26,29,32,25,27,113,163,0.7212,Behind
2025-08,2025-08-18 07:00:00,School AAIC,SYN-211-AAIC,District J,District J - Block 022,No,No,Not conducted,Not applicable,135,0,0,172,0,0,138,0,0,445,0,0.0,Critical
2025-08,2025-08-18 07:17:00,School AAID,SYN-212-AAID,District J,District J - Block 022,Yes,Yes,Class 6,Math and Science,114,85,84,124,81,96,115,88,92,353,526,0.745,Behind
2025-08,2025-08-18 07:34:00,School AAIE,SYN-213-AAIE,District J,District J - Block 022,Yes,No,"Classes 6, 7 and 8",Science,47,25,24,50,28,33,36,27,23,133,160,0.6015,Behind
2025-08,2025-08-18 07:51:00,School AAIF,SYN-214-AAIF,District J,District J - Block 022,Yes,Yes,"Classes 6, 7 and 8",Science,20,14,14,14,12,12,15,13,13,49,78,0.7959,On Track
2025-08,2025-08-18 08:08:00,School AAIG,SYN-215-AAIG,District J,District J - Block 022,Yes,Yes,Class 6,Math,44,35,35,24,16,16,33,22,21,101,145,0.7178,Behind
2025-08,2025-08-18 08:25:00,School AAIH,SYN-216-AAIH,District J,District J - Block 022,No,No,Not conducted,Not applicable,69,0,0,53,0,0,70,0,0,192,0,0.0,Critical
2025-08,2025-08-18 08:42:00,School AAII,SYN-217-AAII,District J,District J - Block 022,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,28,35,40,25,29,38,24,19,120,160,0.6667,Behind
2025-08,2025-08-18 08:59:00,School AAIJ,SYN-218-AAIJ,District J,District J - Block 022,No,No,Not conducted,Not applicable,135,0,0,125,0,0,148,0,0,408,0,0.0,Critical
2025-08,2025-08-18 09:16:00,School AAIK,SYN-219-AAIK,District J,District J - Block 022,No,No,Not conducted,Not applicable,33,0,0,19,0,0,26,0,0,78,0,0.0,Critical
2025-08,2025-08-18 09:33:00,School AAIL,SYN-220-AAIL,District J,District J - Block 022,Yes,Yes,Class 6,Science,39,31,29,49,37,39,40,24,22,128,182,0.7109,Behind
2025-08,2025-08-18 09:50:00,School AAIM,SYN-221-AAIM,District J,District J - Block 022,Yes,Yes,Class 6,Math and Science,53,25,21,56,25,28,53,32,12,162,143,0.4414,At Risk
2025-08,2025-08-18 10:07:00,School AAIN,SYN-222-AAIN,District J,District J - Block 022,Yes,No,Class 6,Math and Science,30,21,20,13,11,9,21,17,19,64,97,0.7578,On Track
2025-08,2025-08-18 10:24:00,School AAIO,SYN-223-AAIO,District J,District J - Block 022,No,No,Not conducted,Not applicable,76,0,0,76,0,0,85,0,0,237,0,0.0,Critical
2025-08,2025-08-18 10:41:00,School AAIP,SYN-224-AAIP,District J,District J - Block 023,Yes,Yes,Classes 6 and 8,Science,33,22,23,36,35,30,27,20,19,96,149,0.776,On Track
2025-08,2025-08-18 10:58:00,School AAIQ,SYN-225-AAIQ,District J,District J - Block 024,No,No,Not conducted,Not applicable,65,0,0,60,0,0,65,0,0,190,0,0.0,Critical
2025-08,2025-08-18 11:15:00,School AAIR,SYN-226-AAIR,District J,District J - Block 024,Yes,Yes,Class 8,Science,60,46,46,63,32,34,60,34,41,183,233,0.6366,Behind
2025-08,2025-08-18 11:32:00,School ADCY,SYN-2105-ADCY,District K,District K - Block 001,No,No,Not conducted,Not applicable,52,0,0,43,0,0,32,0,0,127,0,0.0,Critical
2025-08,2025-08-18 11:49:00,School ADCZ,SYN-2106-ADCZ,District K,District K - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,30,26,24,20,19,20,27,20,26,77,135,0.8766,On Track
2025-08,2025-08-18 12:06:00,School ADDA,SYN-2107-ADDA,District K,District K - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,135,116,59,119,66,73,97,60,56,351,430,0.6125,Behind
2025-08,2025-08-18 12:23:00,School ADBI,SYN-2063-ADBI,District K,District K - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,15,13,15,20,14,16,28,17,18,63,93,0.7381,Behind
2025-08,2025-08-18 12:40:00,School ADBJ,SYN-2064-ADBJ,District K,District K - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,57,33,33,51,44,44,29,17,17,137,188,0.6861,Behind
2025-08,2025-08-18 12:57:00,School ADEO,SYN-2147-ADEO,District K,District K - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,73,66,71,52,61,75,53,60,227,365,0.804,On Track
2025-08,2025-08-18 13:14:00,School ACVK,SYN-1909-ACVK,District K,District K - Block 003,Yes,No,"Classes 6, 7 and 8",Math,28,23,27,24,22,21,20,18,20,72,131,0.9097,On Track
2025-08,2025-08-18 13:31:00,School ADDB,SYN-2108-ADDB,District K,District K - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math,20,14,13,42,29,30,18,13,14,80,113,0.7063,Behind
2025-08,2025-08-18 13:48:00,School ADDC,SYN-2109-ADDC,District K,District K - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,56,35,37,56,35,38,24,21,19,136,185,0.6801,Behind
